Swahilitext,Sentiments
akionekana anajua mambo anaheshimiwa akina ayatollah waliomtangulia ataanza kuitwa,Positive
akipiga marufuku vyama vya upinzani,Negative
akipokea tuzo uongozi gazeti la afrika,Positive
akirudi ubeti wa pili anajiuliza maisha afanyeje,Positive
akisema kuumia huko katili kwakealilazimishwa kujitoa kwenye mbio hiyo iliyokuwa haile gebrselassie,Negative
akishawishika malezi aliyopatiwa matamanio kuleta mabadiliko jamii mackay amewekeza muda wake mwingi akihamasisha vijana kujikuza mazingira,Positive
akishirikiana ann biersteker walianzisha the kamusi project mwanzoni mwa mwaka,Positive
akisimulia anapenda mwangalifu,Positive
akitarajia uzinduzi wa stesheni kibiashara redioscott alirudi uingereza mwaka wa lakini akapata maendeleo hayakuwa mbele alivyofikiri,Positive
akiwa amevunjika moyo charlie anafunga vitu vyake ana mpango wa kuondoka lakini kadee anampata kumsihi akae hadi atakapomtambulisha rags,Positive
akiwa anaendelea safari fulani sekai alipumzika kidogo kumnyonyesha mtoto wake,Positive
akiwa anaishi eneo la huntington eneo lenye ubaguzi wa hali juu wakazi wa eneo hili wamewahi kumpa sumu mbwa wa familia hii kuwasha moto gari lao,Negative
akiwa ana miaka devante swing alisafiri minneapolis,Positive
akiwa anamiliki kazi zake mwenyewe lucy alianza kutayarisha filamu kwanza kabisa ile,Positive
akiwa anaondoka amepata zile pesa zilizoibiwa benki el paso haikuwa wazi anania kurejesha la,Negative
akiwa anataka kusema nitakupiga yeye husema nitakukongoli km rungu chupa,Negative
akiwa angali bado chuo kikuu cha washington state rono akawa mtu wa tatu tu historia baada gerry lindgren steve prefontaine kushinda mchuano wa cross country wa wanaume wa ncaa tatu miaka,Positive
akiwa chini uangalizi wa du bois aliweza karibu waandishi wasanii mashuhuri akiwemo paul robeson countee cullen elizabeth catlett richard wright langston hughes arna bontemps james weldon johnson,Positive
akiwa chuoni imbuga aliiguza kwenye michezo kuigiza hamsini kwenye kipindi cha african theatre kwenye runinga voice of kenya,Positive
akiwa chuoni madrasa alikuwa msomaji mzuri wa qaswida halafu vilevile alipokuwa young pioneer alikuwa kwenye kikundi cha kwaya,Positive
akiwa gavana wa eneo hilo zima miaka ebou alitenda kuboresha hadhi waafrikakwa mfano aliwatenga waafrika waliosoma wenye thamanina kupunguza kodi zao,Positive
akiwa gerezani mwanamalundi aliwekwa chumba kimoja mtemi makongoro igana,Negative
akiwa chuoni alipata nafasi kukutana wasanii wakongwe vile vitalis maembe ambaye msanii aliye rekodi nyimbo nyingi asili john sombi ambaye naye msanii nyimbo asili amesharekodi nyimbo mbalimbali,Positive
akiwa huko alipata elimu shule wasichana mtakatifu paulo akamaliza mwaka wa,Positive
akiwa huko uingereza alipata tuzo nobel amani kazi kusimamia amani usawa kijinsia huko pakistani,Positive
akiwa huku ndiko alikofanya upasuaji mkazi bilia kuhudhuriwa msimamizi akihatarisha kazi udaktari kuokoa maisha mgonjwa,Negative
akiwa jela ozan hakujulikana alituma picha karibu zeynep emir,Positive
akiwa jukwaani jackson anakuja kuoeneka wakiwa watatu hali ilionekana uvumbuzi wa hali juu kipindi hicho,Positive
akiwa green arrow oliver anavaa vazi la kijani nyeusi kuamuru aina mbalimbali mishare zana ajili ulinzi,Positive
akiwa mtayarishaji dj khaled anatumia jina la beat novacaine,Positive
akiwa mwikilishi wa kanda anachukua amri moja moja rais,Positive
akiwa kando ziwa la galilaya yesu alikuta umati wa watu umekusanyika,Negative
akiwa chuo kikuu cha moi aliamua kufanya majaribio msimu wa tatu wa umaarufu wa mradi wa tusker,Positive
akiwa mtandao wa internet thomas anderson anaona ujumbe unaomwambia kwamba thomas anderson jina lake neo,Positive
akiwa kavurugwa peter anaenda kuomba msaada nathan,Positive
akiwa kijana amepata kusafiri mbali kabisa huko barani ulaya amerika kaskazini matembezi yaliyotolewa hela babake hans tajiri mwanzilishi wa kampuni utengenezaji wa mashine bustani,Positive
akiwa kijana mwenye aibu alitunga wimbo wa kuelezea hisia zake,Positive
akiwa kiongozi wa kupigania haki wanawake muna lee alifanya mchango muhimu harakati kisasa wanawake hasa mapambano haki sawa,Positive
akiwa mbeya aliweza kujiendeleza kielimu kujiunga masomo sekondari mwaka aliweza kufanya mtihani wa kidato cha nne shule sekondari mbeya day,Positive
akiwa mbioni akaumizwa akiwa mbioni akapata kujificha pango ambapo baadaye alikuja kukutwa lile kabila ambalo walitawanyika pale awali kuwinda,Positive
akiwa mja mzito alishangiliwa umebarikiwa wewe wanawake naye mzao wa tumbo lako amebarikiwa,Positive
akiwa mkuu wa serikali anawateua mawaziri washauri wake,Positive
akiwa motto masuda alikuwa akiishia mlezi shamba kubwa la nyumbami ambapo hakupata chakula cha kutosha hakupata elimu wala makazi mema alikuwa akiadhibiwa,Negative
akiwa mpika pombe mfanyabiashara tajiri aliyeshika muda umeya wa mji wake alikuwa hasa maarufu kuangalia kupima kuorodhesha nyota mke wake elisabeth hevelius,Positive
akiwa mtoto alijiunga shule kikatoliki convent of the sacred heart,Positive
akiwa mtoto mdogo wa miaka miwili alipata ajali mbaya alipoanguka chini gorofa la pili kupasua paji lake la uso,Negative
akiwa mtoto mkubwa kati watoto wa mwalimu aliyefahamika jina la joseph pagnol and seamstress augustine lansot,Positive
akiwa muranga alikua akimsaidi bibi kuuza nguo shule nguo aina nyingine,Negative
akiwa mwalimu alitunga kamusi shule msingi,Positive
akiwa mwandishi wa habari wa gazeti huandika nakala habari hadithi magazeti,Positive
akiwa bendi hiyo alifyatua vibao vya francisca afra moseka vingine vingi,Positive
akiwa futi alikua mbili acc safu ulinzi uchaguzi wa timu zote akiwa mwaka wake wa kwanza miaka kuendelea,Positive
akiwa miaka tu alikuwa kijana kuliko maaskofu wote wa polandi,Positive
akiwa miaka adejokealikua ameanza kusuka wazazi wake,Negative
akiwa thriller jackson ameweza kuanzisha jumuia yenye athira mandhari kutisha mitazamo nguvu giza yaani mambo majinimajini,Positive
akiwa umri mkubwa tu familia ilirudi florida ambako alikuja kujiandikisha shule st,Positive
akiwa umri wa maiaka kumi tatu pras alikutana lauryn hill akiwa umri wa miaka lauryn mwimbaji aliye kipaji sauti nzuri pras aliligundua hilo mwanzo tu wa kukutana nae,Positive
akiwa umri wa maka alikuwa nahodha wa timu,Positive
akiwa umri wa miaka ameacha shule kujiunga united states marine corps akitumikia miaka mitatu,Positive
akiwa umri wa miaka alikuwa muimbaji mpiga ngoma bendi vijana bantu success,Positive
akiwa umri wa miaka larter akatulia kidogo nchini japan,Positive
akiwa umri wa miaka tu wanjiru alivunja rekodi dunia nusu marathon mnamo septemba nusu marathon rotterdam muda wa dakika akaivunja rasmi rekodi paul tergat nusumarathon dakika,Positive
akiwa umri wa miaka alianza kuigiza akiwa kanisani baadaye shuleni,Positive
akiwa umri wa miaka kumi mbili alifukuzwa shule,Negative
akiwa umri wa miaka minne hannigan akaanza kuonekana matangazo,Positive
akiwa uzito tani moja nyatimaji wa mwitu mnyama mkubwa mwenye nguvu sana aliye pembe pana kuliko wanyama wengine wote familia bovidea,Positive
akiwa ndugu wa rais david dacko akaendelea kupanda ngazi hadi mkuu wa jeshi,Positive
akiwa njiani ule mwili wa bibi mganga uliokuwa mabegani mwake ukaonesha vile unavuta pumzi mapafuni,Positive
akiwa pretoria technikon alikuwa ushirika richard adams walter battis esias bosch sammy lieberman gunter van der reis,Positive
akiwa sangala bauer katumiwa barua kuitwa shaurini senati lakini hakutaka,Negative
akiwa shuleni alijiunga kwaya marafiki wengine kuunda kikundi chake cha kwanza cha waimbaji kilichoitwathe skyway band,Positive
akiwa tanzania alitengeneza mdundo wake kutia sauti pekee,Positive
akiwa tu umri wa miaka wapinzani wake walimpuzilia yeye kijana familia kitajiri mno kuwakilisha eneo bunge lake vyema,Negative
akiwa wa nne kati watoto nane alikulia familia maisha kati baba alifanya kazi mhandisi mama alifanya kazi mwalimu wa shule awali,Positive
akiwa yungali mdogo moss aliishi mama mjini vancouver baada wazazi wake kutarikiana,Positive
akiwa zao la kichotara lililotokana baba mzungu mama mwafrika hajatosheleza ilivyotakiwa kwenye sera apartheid zilizowekwa,Positive
akiweka ripoti awali kuongeza ugunduzi wake binafsi wa kiafya patholojia charcot aliita ugonjwa huu sklerosisi mawaa,Negative
akizungumza juu hili alisema unaweza kusikia mengi kuhusu megamakanisa lakini watu wengi huabudu makanisa madogo,Negative
akizungumza chama cha wakuu wa polisi acpo mkutano wa mwezi juni inaweza alitangaza makubwa kupunguzwa bajeti ofisi nyumbani uwezekano wa kusababisha kupungua polisi namba,Positive
akizungumza kulinganisha suala kuhusu masomo wanyama kasinogeni madawa mwanachama wa ofisi fda idara alitoa ushahidi shirika la depo,Negative
akizungumzia kikweli kweli mafanikio yaliyotokana uchekeshaji mzee small alisema sasa anaishi kwake hana ugomvi baba wala mama mwenye nyumba hilo kwangu halipo sasa,Negative
akon alitayatayarisha kibao cha echo kilicho kwenye albamu mpya bendi wavulana kilatini menudo kilichotolewa majira spring,Positive
akon ameteuliwa mashindano matano,Positive
akon anafanya majaribio athari autotune wimbo huo,Positive
akon kisha alimvuta umati kumbeba mabega,Positive
akon kawaida anajulikana aliuane thiam,Positive
akon nyingi hushirikiana wasanii wengine sasa ameshirikishwa nyimbo ana nyimbo kwenye orodha bango la nyimbo mashuhuri,Positive
akon michael jackson walikuwa marafiki wa karibu huu wa wa maisha jackon,Negative
akumbukwa mwanzilishaji wa mtindo wa pop art alioitekeleza picha filamu,Positive
a kupima ubikira zoezi mchakato wa ukaguzi wa genitalia wasichana wanawake kubainisha ikiwa wao hawajafanya mapenzi,Negative
akzoni hizi husambaza vichacheo umbo la mipigo kemikalimeme aitwaye vtendo tarajiwa vinayodumu muda usiozidi kipande kimoja cha mmoja juu sehemu moja sekunde kusafiri akzon kasi kati mita sekunde,Positive
akzoni chembe pokezihisia husafiri utiwa mgomgo ubongo,Negative
alabbar alipata shahada kwanza fedha utawala wa biashara shule biashara albers uchumi chuo kikuu cha seattle mwaka,Positive
al accad group ilifungua duka la kuuza vyakula vya kikabni pili historia nchi,Positive
aladdin kijana anayeambiwa mchawi fulani kumchukulia taa mafuta pango moja,Negative
alafu mimina zile chenga chenga kimea kwenye ule uji,Negative
ala tarumpeta zimepatikana tangu miaka mielfu lakini zilifanana ala metalia kupuliza nyingine hadi mnamo tarumpeta yenye milango ilitengenezwa,Positive
alama anuwai anazounda zinawakilisha aina lahaja lafudhi,Positive
alama huandikwa kuanzia upande wa kushoto kulia,Negative
alama jinsi zilivyosanifishwa miaka hutumiwa hadi hii,Negative
alama mwanaume mwanamke ziliongezwa nyingi kuonyesha mnyama ilikuwa dume kike,Positive
alama moja yaweza kuitwa graffito lakini neno graffiti kikawaida hutumika maana kwamba kuna alama moja,Negative
alama rasmi bar zamani ilikuwa b pekee hii bado inaonekana kifupi cha mb badala mbar milibar,Positive
alama duteri h bali d hutumiwa,Negative
alama jumla,Negative
alama ge,Negative
alama p jina latokana kigiriki foosforos yenye nuru sababu posfori nyeupe hungaa ikijibutika oksijeni,Positive
alama se,Negative
alama knn orodha kampuni soko la hisa la new york ilianza kutumika machi,Positive
alama kipeuo cha pili,Positive
alama mchezo inaweza juu,Negative
alama spika huwa nyingi siwa aina rungu dhahabu inayobebwa mtumishi wa bunge mbele spika akiingia bungeni,Negative
alama ulizo inaonyesha wasiwasi kuhusu mtakatifu fulani kujiunga utawa kuhusu mwaka wa kuzaliwa kufa,Negative
alama w kiasili haikupatikana kilatini cha kale,Negative
alama y kiasili haikupatikana kilatini cha kale,Negative
alama kimataifa magari herufi zinazoonyesha nchi gani gari fulani inapotoka,Positive
alama uakifishaji alama zinazotumiwa wa kuandika herufi,Negative
alan cooper alikuwa mtu aliyeshiriki kuumba visual basic,Positive
ala zilizotengenezwa nao zinatafutwa hadi kutumiwa muziki wa kihistoria,Positive
albamu alikuwa miongoni mwa juu kumi bora kuuza debuts wa wote kati bora kuuza debuts msanii wa kike,Positive
albamu hii iliandaliwa carey akishirikiana cox,Positive
albamu hii iliangazia uhalifu mitaani ukabila siasa migogoro afrika,Positive
albamu hii ilibaki kwenye chati mwaka mzima mwishowe ikauza takriban nakala milioni,Positive
albamu hii ilichaguliwa tuzo stellar raphiphopgospel cd of the year haikushinda,Positive
albamu hii ilifika namba mbili kwenye bango la nyimbo mashuhuri ikatoa nyimbo tatu zilizoingia kwenye orodha nyimbo arobaini kwanza zikiwemo lose my breath soldier,Positive
albamu hii ilikuja kutolewa nafasi kwanza wimbo wa steptacular ulioimbwa steps,Positive
albamu hii ilikuwa namba sita kwenye chati billboard iliuza nakala kwenye wiki kwanza,Positive
albamu hii ilikuwa pili kutolewa kutiwa maujanja shakur mwenyewe,Positive
albamu hii ilithibitishwa kuhitimu kiwango cha platinumu baada wiki saba baada wiki kumi sita ilithibitishwa kuhitimu kiwango hiki cha platinamu mbili,Positive
albamu hii ilitoa wimbo uliokuwa namba moja huko uingereza wa dj vu ambao ndio ulikuwa wa kwanza kutolewa albamu hii akishirikiana jayz,Positive
albamu hii iliuza nakala marekani ikauza dunia nzima kupata dola kimarekani ziapatazo,Positive
albamu hii iliuza nakala milioni kote duniani ikiwemo nakala nchini marekani,Positive
albamu hii iliuza nakala milioni kote duniani,Positive
albamu hii iliuza nakala milioni kwenye wiki zake tano mwanzo kote duniani,Positive
albamu hii imekusanya vibao vikali kadhaa vya albamu awali ikiwa kibao vile jeeps lex coups bimaz benz renee,Positive
albamu hii imekuwa kwanza milian us tokeo la shambulio la kigaidi la septemba ambalo lilitokea wiki mbili kutoa albamu awali,Positive
albamu hii imeshehena muundo halisi wa sanaa ushairi wa rekodi muziki wa tupac wengine wanaojulikana ludacris bone thugs n harmony,Positive
albamu hii imetayarishwa john shanks kristian lundin sean garrett anders bagge marko taylor stargate maratone,Positive
albamu hii inaashiria moby akifuata mkondo wake wa awali albamu play ikishirikisha rekodi nyanja zamani negro spirituals kuziunganisha midundo taratibu dance,Positive
albamu hii inajulikana wimbo i will always love you,Positive
albamu hii ipo tofauti kabisa matoleo awali yenyewe yamefokasi sana hardcore rap albamu hii ll anaonekana kuzingatia kwenye maballad hadi sasa anatamba nayo,Positive
albamu hii moja kati albamu bora kabisa baron albamu pekee msanii huyu hadi umauti ulipomkuta,Positive
albamu hii ilikamilishwa chini studio watengwa,Positive
albamu hii iliweza kutoa single tatu bora ambazo cant let go wimbo wa make it happen,Positive
albamu hii inashirikisha live concert wimbo wa kitambo over the rainbow,Positive
albamu hii pthibitishwa platinum nchini uingereza mwezi aprili,Positive
albamu hii umaarufu wake unatokana wimbo wa sarrah,Positive
albamu hii kuchanganywa ilitolewa mwaka wa ikihusisha nyimbo nne kuongezwa,Positive
albamu hii nyimbo zao mashuhuri ilijumuisha nyimbo tatu mpya ikiwa wimbo wa stand up for love,Positive
albamu hiyo ilijulikana maria salome,Positive
albamu hiyo ilikuwa nyimbo the way life goes sauce it up,Positive
albamu iliendelea kupata mafanikio makubwa miaka imeshinda tuzo mbili grammy moja muziki bora wa video leave me alone nyingine ajili uhandisi bora wa albamu bruce swedien humberto gatica,Positive
albamu ilifurahia mafanikio tabu kwanza hadi kituo cha redio cha kiafrika ilipoanza kupiga nyimbo zake,Positive
albamu ilikuwa mafanikio sio kawaida upande wa rekodi hip hop kipindi hicho ilichangamshwa kibao chake kikali cha wrath of my madness,Positive
albamu ilikwenda jina la eazy duz it,Positive
albamu ilipata kushika nafasi kwanza billboard kuuza nakala zipatazo wiki kwanza,Positive
albamu ilipata kushika nafasi kwanza kwenye cha billboard bora,Positive
albamu ilitamba sana kibao chake cha mzee wa busara ambacho kilitolewa mbili,Positive
albamu ilitayarishwa ambrose akwabi wa mandugu digital,Positive
albamu ilitayarishwa bizz man kupitia studio poa records,Positive
albamu ilitolewa ba studio laface records mnamo tar,Positive
albamu ilitolewa studio dao ranaldo rasmi,Positive
albamu ilitolewa kupitia studio koch,Positive
albamu ilitolewa mnamo mwaka wa albamu ilifanikiwa sana kimauzo ikiwa single kadhaa zilizoweza kushika chati going back to cali im that type of guy jingling baby bigole butt one shot at love,Positive
albamu ilitolewa mnamo mwaka wa,Positive
albamu ilitolewa mnamo mwaka wa kupitia studio death row records koch records,Positive
albamu ilitolewa mnamo tar,Positive
albamu ilitolewa sony music entertainment imejumuisha nyimbo nane mmoja kati hizo mpya kabisa,Positive
albamu ilitolewa nchini marekani mnamo tar,Positive
albamu ilitolewa nchini uingereza mnamo tar,Positive
albamu ilitunikiwa dhahabu riaa mnamo tar,Positive
albamu ilitunukiwa dhahabu kuuza nakala,Positive
albamu ilitunukiwa dhahabu riaa kuuza nchi nje kopi mnamo tar,Positive
albamu ilitunukiwa platinamu mnamo mwezi wa juni riaa,Positive
albamu imeanguka kibiashara kitahakiki imeshindwa kufikia kiwango cha dhahabu imeshindwa kutengeneza kibao kikali cha albamu,Negative
albamu imebeba vibao vikali vile hit em up of amerikaz most wanted so many tears,Positive
albamu imekusanya nyimbo miaka kuziweka,Positive
albamu imethibitishwa platinam riaa nchini marekani,Positive
albamu imetoa vibao vikali viwili ikiwa kupata chati kumi bora kibao cha back forth at your best you are love single zote mbili zilitunukiwa dhahabu recording industry association of america riaa,Positive
